1;Action
2;Adventure
3;Animation
4;Biography
5;Comedy
6;Crime
7;Documentary
8;Drama
9;Family
10;Fantasy
11;Film-Noir
12;History
13;Horror
14;Horror
15;Music
16;Musical
17;Mystery
18;Romance
19;Sci-Fi
20;Short
21;Sport
22;Thriller
23;War
24;Western
